You have specified parameters: no discretization, #fea=200 selection method=MID #maxVar=10000 #maxSample=2000

Target classification variable (#1 column in the input data) has name=class 	entropy score=1.000

*** MaxRel features ***
Order 	 Fea 	 Name 	 Score
130 	 95 	 BINARY_95 	 0.000
131 	 49 	 BINARY_49 	 0.000
132 	 86 	 BINARY_86 	 0.000
133 	 155 	 BINARY_155 	 0.000
134 	 96 	 BINARY_96 	 0.000
135 	 77 	 BINARY_77 	 0.000
136 	 180 	 BINARY_180 	 0.000
137 	 20 	 BINARY_20 	 0.000
138 	 9 	 BINARY_9 	 0.000
139 	 124 	 BINARY_124 	 0.000
140 	 172 	 BINARY_172 	 0.000
141 	 136 	 BINARY_136 	 0.000
142 	 149 	 BINARY_149 	 0.000
143 	 27 	 BINARY_27 	 0.000
144 	 199 	 BINARY_199 	 0.000
145 	 168 	 BINARY_168 	 0.000
146 	 129 	 BINARY_129 	 0.000
147 	 128 	 BINARY_128 	 0.000
148 	 101 	 BINARY_101 	 0.000
149 	 88 	 BINARY_88 	 0.000
150 	 165 	 BINARY_165 	 0.000
151 	 2 	 BINARY_2 	 0.000
152 	 71 	 BINARY_71 	 0.000
153 	 162 	 BINARY_162 	 0.000
154 	 3 	 BINARY_3 	 0.000
155 	 61 	 BINARY_61 	 0.000
156 	 33 	 BINARY_33 	 0.000
157 	 177 	 BINARY_177 	 0.000
158 	 181 	 BINARY_181 	 0.000
159 	 55 	 BINARY_55 	 0.000
160 	 47 	 BINARY_47 	 0.000
161 	 59 	 BINARY_59 	 0.000
162 	 127 	 BINARY_127 	 0.000
163 	 114 	 BINARY_114 	 0.000
164 	 120 	 BINARY_120 	 0.000
165 	 115 	 BINARY_115 	 0.000
166 	 183 	 BINARY_183 	 0.000
167 	 82 	 BINARY_82 	 0.000
168 	 89 	 BINARY_89 	 0.000
169 	 68 	 BINARY_68 	 0.000
170 	 140 	 BINARY_140 	 0.000
171 	 26 	 BINARY_26 	 0.000
172 	 25 	 BINARY_25 	 0.000
173 	 163 	 BINARY_163 	 0.000
174 	 18 	 BINARY_18 	 0.000
175 	 185 	 BINARY_185 	 0.000
176 	 62 	 BINARY_62 	 0.000
177 	 15 	 BINARY_15 	 0.000
178 	 22 	 BINARY_22 	 0.000
179 	 132 	 BINARY_132 	 0.000
180 	 117 	 BINARY_117 	 0.000
181 	 12 	 BINARY_12 	 0.000
182 	 69 	 BINARY_69 	 0.000
183 	 4 	 BINARY_4 	 0.000
184 	 157 	 BINARY_157 	 0.000
185 	 84 	 BINARY_84 	 0.000
186 	 43 	 BINARY_43 	 0.000
187 	 66 	 BINARY_66 	 0.000
188 	 126 	 BINARY_126 	 0.000
189 	 90 	 BINARY_90 	 0.000
190 	 74 	 BINARY_74 	 0.000
191 	 87 	 BINARY_87 	 0.000
192 	 40 	 BINARY_40 	 0.000
193 	 116 	 BINARY_116 	 0.000
194 	 34 	 BINARY_34 	 0.000
195 	 54 	 BINARY_54 	 0.000
196 	 187 	 BINARY_187 	 0.000
197 	 94 	 BINARY_94 	 0.000
198 	 139 	 BINARY_139 	 0.000
199 	 56 	 BINARY_56 	 0.000

*** mRMR features *** 
Order 	 Fea 	 Name 	 Score
1 	 10 	 BINARY_10 	 0.026
2 	 175 	 BINARY_175 	 0.023
3 	 11 	 BINARY_11 	 0.015
4 	 195 	 BINARY_195 	 0.010
5 	 28 	 BINARY_28 	 0.009
6 	 122 	 BINARY_122 	 0.009
7 	 57 	 BINARY_57 	 0.007
8 	 13 	 BINARY_13 	 0.006
9 	 19 	 BINARY_19 	 0.006
10 	 30 	 BINARY_30 	 0.006
11 	 167 	 BINARY_167 	 0.006
12 	 1 	 BINARY_1 	 0.006
13 	 60 	 BINARY_60 	 0.006
14 	 97 	 BINARY_97 	 0.005
15 	 76 	 BINARY_76 	 0.005
16 	 51 	 BINARY_51 	 0.004
17 	 6 	 BINARY_6 	 0.005
18 	 23 	 BINARY_23 	 0.004
19 	 189 	 BINARY_189 	 0.004
20 	 141 	 BINARY_141 	 0.004
21 	 105 	 BINARY_105 	 0.004
22 	 182 	 BINARY_182 	 0.004
23 	 31 	 BINARY_31 	 0.004
24 	 53 	 BINARY_53 	 0.003
25 	 73 	 BINARY_73 	 0.003
26 	 91 	 BINARY_91 	 0.002
27 	 70 	 BINARY_70 	 0.002
28 	 190 	 BINARY_190 	 0.002
29 	 93 	 BINARY_93 	 0.002
30 	 135 	 BINARY_135 	 0.002
31 	 125 	 BINARY_125 	 0.002
32 	 138 	 BINARY_138 	 0.002
33 	 67 	 BINARY_67 	 0.002
34 	 188 	 BINARY_188 	 0.002
35 	 174 	 BINARY_174 	 0.002
36 	 142 	 BINARY_142 	 0.002
37 	 147 	 BINARY_147 	 0.002
38 	 178 	 BINARY_178 	 0.002
39 	 152 	 BINARY_152 	 0.002
40 	 81 	 BINARY_81 	 0.002
41 	 154 	 BINARY_154 	 0.002
42 	 137 	 BINARY_137 	 0.001
43 	 110 	 BINARY_110 	 0.001
44 	 119 	 BINARY_119 	 0.001
45 	 158 	 BINARY_158 	 0.001
46 	 35 	 BINARY_35 	 0.001
47 	 197 	 BINARY_197 	 0.001
48 	 63 	 BINARY_63 	 0.001
49 	 150 	 BINARY_150 	 0.001
50 	 75 	 BINARY_75 	 0.001
51 	 14 	 BINARY_14 	 0.001
52 	 42 	 BINARY_42 	 0.001
53 	 21 	 BINARY_21 	 0.001
54 	 109 	 BINARY_109 	 0.001
55 	 78 	 BINARY_78 	 0.001
56 	 32 	 BINARY_32 	 0.001
57 	 169 	 BINARY_169 	 0.001
58 	 65 	 BINARY_65 	 0.001
59 	 39 	 BINARY_39 	 0.001
60 	 102 	 BINARY_102 	 0.001
61 	 58 	 BINARY_58 	 0.001
62 	 171 	 BINARY_171 	 0.001
63 	 176 	 BINARY_176 	 0.001
64 	 92 	 BINARY_92 	 0.001
65 	 72 	 BINARY_72 	 0.001
66 	 7 	 BINARY_7 	 0.001
67 	 159 	 BINARY_159 	 0.001
68 	 170 	 BINARY_170 	 0.001
69 	 148 	 BINARY_148 	 0.001
70 	 196 	 BINARY_196 	 0.001
71 	 48 	 BINARY_48 	 0.000
72 	 104 	 BINARY_104 	 0.000
73 	 111 	 BINARY_111 	 0.000
74 	 80 	 BINARY_80 	 0.000
75 	 186 	 BINARY_186 	 0.000
76 	 79 	 BINARY_79 	 0.000
77 	 38 	 BINARY_38 	 0.000
78 	 146 	 BINARY_146 	 0.000
79 	 45 	 BINARY_45 	 0.000
80 	 133 	 BINARY_133 	 0.000
81 	 85 	 BINARY_85 	 0.000
82 	 29 	 BINARY_29 	 0.000
83 	 99 	 BINARY_99 	 0.000
84 	 184 	 BINARY_184 	 -0.000
85 	 108 	 BINARY_108 	 -0.000
86 	 44 	 BINARY_44 	 -0.000
87 	 192 	 BINARY_192 	 -0.000
88 	 131 	 BINARY_131 	 -0.000
89 	 191 	 BINARY_191 	 -0.000
90 	 200 	 BINARY_200 	 -0.000
91 	 107 	 BINARY_107 	 -0.000
92 	 164 	 BINARY_164 	 -0.000
93 	 113 	 BINARY_113 	 -0.000
94 	 98 	 BINARY_98 	 -0.000
95 	 173 	 BINARY_173 	 -0.000
96 	 144 	 BINARY_144 	 -0.000
97 	 151 	 BINARY_151 	 -0.000
98 	 134 	 BINARY_134 	 -0.000
99 	 24 	 BINARY_24 	 -0.000
100 	 5 	 BINARY_5 	 -0.001
101 	 106 	 BINARY_106 	 -0.001
102 	 64 	 BINARY_64 	 -0.001
103 	 143 	 BINARY_143 	 -0.001
104 	 179 	 BINARY_179 	 -0.001
105 	 123 	 BINARY_123 	 -0.001
106 	 49 	 BINARY_49 	 -0.001
107 	 193 	 BINARY_193 	 -0.001
108 	 16 	 BINARY_16 	 -0.001
109 	 160 	 BINARY_160 	 -0.001
110 	 83 	 BINARY_83 	 -0.001
111 	 17 	 BINARY_17 	 -0.001
112 	 161 	 BINARY_161 	 -0.001
113 	 37 	 BINARY_37 	 -0.001
114 	 82 	 BINARY_82 	 -0.001
115 	 52 	 BINARY_52 	 -0.001
116 	 100 	 BINARY_100 	 -0.001
117 	 27 	 BINARY_27 	 -0.001
118 	 95 	 BINARY_95 	 -0.001
119 	 194 	 BINARY_194 	 -0.001
120 	 121 	 BINARY_121 	 -0.001
121 	 198 	 BINARY_198 	 -0.001
122 	 36 	 BINARY_36 	 -0.001
123 	 112 	 BINARY_112 	 -0.001
124 	 180 	 BINARY_180 	 -0.001
125 	 71 	 BINARY_71 	 -0.001
126 	 103 	 BINARY_103 	 -0.001
127 	 153 	 BINARY_153 	 -0.001
128 	 50 	 BINARY_50 	 -0.001
129 	 20 	 BINARY_20 	 -0.001
130 	 87 	 BINARY_87 	 -0.001
131 	 114 	 BINARY_114 	 -0.001
132 	 77 	 BINARY_77 	 -0.001
133 	 156 	 BINARY_156 	 -0.001
134 	 46 	 BINARY_46 	 -0.001
135 	 128 	 BINARY_128 	 -0.001
136 	 3 	 BINARY_3 	 -0.001
137 	 62 	 BINARY_62 	 -0.001
138 	 8 	 BINARY_8 	 -0.001
139 	 124 	 BINARY_124 	 -0.001
140 	 172 	 BINARY_172 	 -0.001
141 	 199 	 BINARY_199 	 -0.001
142 	 41 	 BINARY_41 	 -0.001
143 	 177 	 BINARY_177 	 -0.001
144 	 47 	 BINARY_47 	 -0.001
145 	 155 	 BINARY_155 	 -0.001
146 	 187 	 BINARY_187 	 -0.001
147 	 145 	 BINARY_145 	 -0.001
148 	 130 	 BINARY_130 	 -0.001
149 	 55 	 BINARY_55 	 -0.001
150 	 4 	 BINARY_4 	 -0.001
151 	 139 	 BINARY_139 	 -0.001
152 	 166 	 BINARY_166 	 -0.001
153 	 89 	 BINARY_89 	 -0.001
154 	 149 	 BINARY_149 	 -0.001
155 	 168 	 BINARY_168 	 -0.001
156 	 61 	 BINARY_61 	 -0.001
157 	 26 	 BINARY_26 	 -0.001
158 	 136 	 BINARY_136 	 -0.001
159 	 117 	 BINARY_117 	 -0.001
160 	 54 	 BINARY_54 	 -0.001
161 	 162 	 BINARY_162 	 -0.001
162 	 25 	 BINARY_25 	 -0.001
163 	 115 	 BINARY_115 	 -0.001
164 	 59 	 BINARY_59 	 -0.001
165 	 96 	 BINARY_96 	 -0.001
166 	 165 	 BINARY_165 	 -0.001
167 	 140 	 BINARY_140 	 -0.001
168 	 18 	 BINARY_18 	 -0.001
169 	 74 	 BINARY_74 	 -0.001
170 	 86 	 BINARY_86 	 -0.001
171 	 9 	 BINARY_9 	 -0.001
172 	 15 	 BINARY_15 	 -0.001
173 	 34 	 BINARY_34 	 -0.001
174 	 129 	 BINARY_129 	 -0.001
175 	 181 	 BINARY_181 	 -0.001
176 	 132 	 BINARY_132 	 -0.001
177 	 120 	 BINARY_120 	 -0.001
178 	 183 	 BINARY_183 	 -0.001
179 	 127 	 BINARY_127 	 -0.001
180 	 157 	 BINARY_157 	 -0.001
181 	 163 	 BINARY_163 	 -0.001
182 	 68 	 BINARY_68 	 -0.001
183 	 12 	 BINARY_12 	 -0.001
184 	 94 	 BINARY_94 	 -0.001
185 	 56 	 BINARY_56 	 -0.001
186 	 2 	 BINARY_2 	 -0.001
187 	 84 	 BINARY_84 	 -0.001
188 	 40 	 BINARY_40 	 -0.001
189 	 69 	 BINARY_69 	 -0.001
190 	 101 	 BINARY_101 	 -0.001
191 	 88 	 BINARY_88 	 -0.001
192 	 22 	 BINARY_22 	 -0.001
193 	 43 	 BINARY_43 	 -0.002
194 	 116 	 BINARY_116 	 -0.001
195 	 118 	 BINARY_118 	 -0.002
196 	 66 	 BINARY_66 	 -0.002
197 	 126 	 BINARY_126 	 -0.002
198 	 33 	 BINARY_33 	 -0.002
199 	 90 	 BINARY_90 	 -0.002
200 	 185 	 BINARY_185 	 -0.002


 *** This program and the respective minimum Redundancy Maximum Relevance (mRMR) 
     algorithm were developed by Hanchuan Peng <hanchuan.peng@gmail.com>for
     the paper 
     "Feature selection based on mutual information: criteria of 
      max-dependency, max-relevance, and min-redundancy,"
      Hanchuan Peng, Fuhui Long, and Chris Ding, 
      IEEE Transactions on Pattern Analysis and Machine Intelligence,
      Vol. 27, No. 8, pp.1226-1238, 2005.

